Image_Path,Class,Mean_NDVI,Std_NDVI,Min_NDVI,Max_NDVI
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1006.tif,HerbaceousVegetation,0.28442240133323915,0.05920797655157032,0.14607715644861788,0.5245161288630594
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1674.tif,HerbaceousVegetation,0.26115420944284246,0.06782939098315538,-0.019786910167752077,0.5005537097174547
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_994.tif,HerbaceousVegetation,0.10577730184578203,0.12177908583676597,-0.21384928673350445,0.5505359875380796
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1272.tif,HerbaceousVegetation,0.4855186804482879,0.06323381593535085,0.23260025867203102,0.6395280234101688
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_2601.tif,HerbaceousVegetation,0.22059283675296043,0.051165566532381974,0.024714434055095637,0.4186503602492574
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_559.tif,HerbaceousVegetation,0.4044191216085681,0.12798137792158001,0.08822079840112844,0.6360586999429524
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1167.tif,HerbaceousVegetation,0.5841840572361452,0.0615998840288295,0.38654213534567144,0.7532548045560541
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_2350.tif,HerbaceousVegetation,0.18223449518462456,0.04885687658722133,0.05496094879158799,0.5340285399193115
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_2745.tif,HerbaceousVegetation,0.1305670377632934,0.022973799250442527,0.06938976376245332,0.26960639234400524
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1098.tif,HerbaceousVegetation,0.28411249402738703,0.03881202014553283,0.11620437954507956,0.4486692013503159
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_3000.tif,HerbaceousVegetation,0.4914812043350889,0.11122029270905581,0.14582278477320945,0.7330210770687876
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_477.tif,HerbaceousVegetation,0.2962022921106382,0.05948233042210292,0.15862586818873176,0.7046774684485853
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_695.tif,HerbaceousVegetation,0.43248475110477624,0.04606823222160316,0.300939423290917,0.5957540909783826
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1785.tif,HerbaceousVegetation,0.19563307301395838,0.04682707245859152,0.029951690814021315,0.44468236957720114
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_2081.tif,HerbaceousVegetation,0.20180669995991504,0.05719640955105074,0.09144409232878138,0.5299486592898035
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_2638.tif,HerbaceousVegetation,0.643510280653299,0.08485130525281998,0.2073059360099525,0.7885714283836734
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_2185.tif,HerbaceousVegetation,0.42136526046072964,0.19175593267334284,-0.0021141649026277204,0.7906976742483425
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_731.tif,HerbaceousVegetation,0.38486973252095463,0.08020715750734031,0.127681307413115,0.7136536028085797
eurosat_data/EuroSATallBands/HerbaceousVegetation/HerbaceousVegetation_1399.tif,HerbaceousVegetation,0.3755997437952528,0.06950705261598643,0.15027075808883786,0.6375305621523439
